Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
15.0,-2.1,20.0,2.3,1961.0,-22.1,1.87,0.0,,Winter,No Holiday,Yes,221
9.0,-4.3,38.0,0.7,1877.0,-16.5,0.04,0.0,0.0,Winter,No Holiday,,326
20.0,5.9,67.0,1.3,779.0,0.2,0.0,0.0,0.0,Winter,Holiday,Yes,323
12.0,20.0,62.0,1.8,428.0,12.4,2.38,0.0,0.0,Spring,No Holiday,Yes,1095
13.0,2.3,22.0,3.1,1627.0,-17.2,2.83,0.0,0.0,Spring,No Holiday,Yes,375
23.0,11.8,56.0,0.0,1655.0,3.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,724
23.0,21.7,96.0,0.3,293.0,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes,931
2.0,19.7,66.0,0.5,1591.0,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,448
16.0,28.6,82.0,3.4,1022.0,25.2,0.14,0.0,0.0,Summer,No Holiday,Yes,706
3.0,10.7,63.0,1.1,989.0,3.9,0.0,0.0,0.0,Spring,No Holiday,,258
20.0,14.0,45.0,1.6,1729.0,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,972
20.0,23.5,97.0,0.1,,22.9,0.04,24.0,0.0,Summer,No Holiday,Yes,61
23.0,2.0,70.0,0.7,689.0,-2.9,0.0,0.0,0.0,Winter,No Holiday,Yes,193
15.0,24.8,49.0,1.2,2000.0,13.3,1.34,0.0,0.0,Summer,No Holiday,Yes,2182
0.0,19.7,55.0,2.0,1986.0,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1248
19.0,25.5,43.0,3.1,1760.0,11.9,0.41,0.0,0.0,Summer,No Holiday,Yes,2615
14.0,1.2,36.0,6.0,1430.0,-12.2,2.86,0.0,0.0,Spring,Holiday,Yes,375
,11.5,60.0,1.6,550.0,,0.42,,0.0,Spring,No Holiday,,1406
15.0,-10.8,29.0,3.8,2000.0,-25.4,1.06,0.0,0.7,Winter,No Holiday,Yes,149
10.0,24.4,76.0,2.1,617.0,19.8,1.58,0.0,0.0,Summer,No Holiday,Yes,913
0.0,-0.4,83.0,1.2,247.0,-2.9,,0.0,0.0,Winter,No Holiday,Yes,240
10.0,29.8,76.0,1.4,850.0,25.1,1.52,0.0,0.0,Summer,No Holiday,Yes,533
9.0,2.5,40.0,1.9,2000.0,-9.7,0.41,0.0,0.0,Spring,No Holiday,Yes,614
11.0,24.5,51.0,1.5,1333.0,13.6,1.97,0.0,0.0,Summer,No Holiday,Yes,1478
10.0,6.5,53.0,2.0,518.0,-2.4,0.21,0.0,0.0,Winter,No Holiday,Yes,285
11.0,18.7,30.0,1.9,2000.0,0.7,1.66,0.0,0.0,Spring,No Holiday,Yes,1013
14.0,23.2,36.0,4.9,1597.0,7.2,3.18,0.0,0.0,Spring,No Holiday,Yes,1059
16.0,6.4,48.0,2.6,1945.0,-3.8,0.22,0.0,0.0,Winter,No Holiday,Yes,618
8.0,,38.0,1.0,2000.0,-15.4,0.0,0.0,0.0,Winter,Holiday,Yes,112
15.0,25.5,43.0,2.9,1996.0,11.9,1.71,0.0,0.0,Summer,No Holiday,Yes,1249
23.0,15.2,62.0,1.4,2000.0,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1073
18.0,21.5,89.0,3.0,350.0,19.6,0.18,0.0,0.0,,No Holiday,Yes,520
6.0,11.7,95.0,0.7,,10.9,0.0,2.0,0.0,Spring,No Holiday,Yes,172
14.0,25.0,,2.2,1146.0,15.0,1.86,0.0,0.0,,No Holiday,Yes,1249
17.0,11.8,43.0,1.8,1685.0,-0.3,,0.0,0.0,Autumn,No Holiday,Yes,1472
18.0,24.1,57.0,2.9,1301.0,15.0,0.56,0.0,0.0,Summer,,Yes,3556
8.0,29.3,63.0,0.9,1810.0,21.5,0.76,0.0,0.0,Summer,No Holiday,Yes,1708
19.0,2.5,95.0,1.9,838.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,19
22.0,21.1,54.0,0.6,2000.0,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1881
14.0,18.8,39.0,1.6,2000.0,4.5,0.67,0.0,0.0,Autumn,,No,0
17.0,14.3,98.0,0.7,270.0,13.9,0.08,1.5,0.0,Spring,No Holiday,Yes,24
2.0,13.4,62.0,0.2,2000.0,6.2,0.0,0.0,0.0,Autumn,Holiday,Yes,292
17.0,-3.1,36.0,4.4,1988.0,-16.0,0.89,0.0,0.0,Winter,No Holiday,Yes,288
15.0,20.4,43.0,1.7,690.0,7.3,1.43,0.0,0.0,Autumn,No Holiday,Yes,1183
20.0,9.4,50.0,2.1,,-0.5,0.0,0.0,0.0,,No Holiday,Yes,801
9.0,1.2,67.0,0.2,591.0,-4.2,0.06,0.0,0.0,Winter,No Holiday,Yes,353
12.0,,68.0,1.1,,20.5,1.2,0.0,0.0,Summer,No Holiday,Yes,996
5.0,16.6,65.0,1.2,2000.0,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes,277
5.0,9.8,,0.8,1098.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,108
6.0,-1.1,81.0,1.0,253.0,-3.9,0.0,0.0,0.0,Winter,,Yes,62
1.0,-1.1,38.0,2.8,1999.0,-13.6,0.0,0.0,0.0,Winter,Holiday,Yes,123
13.0,10.1,61.0,3.7,1504.0,2.9,0.38,0.0,0.0,Spring,No Holiday,Yes,387
23.0,16.6,53.0,1.1,2000.0,6.9,0.0,0.0,0.0,Autumn,Holiday,No,0
5.0,-7.5,33.0,1.5,2000.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,21
4.0,11.2,80.0,0.3,1236.0,7.8,0.0,0.0,0.0,Autumn,No Holiday,No,0
17.0,5.4,19.0,0.5,2000.0,-16.4,0.27,0.0,0.0,Autumn,No Holiday,Yes,1101
20.0,25.0,60.0,2.4,1773.0,16.6,0.1,0.0,0.0,Summer,No Holiday,Yes,2497
22.0,10.5,62.0,1.2,2000.0,3.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1347
1.0,3.0,55.0,1.0,2000.0,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,440
16.0,35.1,40.0,2.6,1989.0,19.4,2.29,0.0,0.0,Summer,No Holiday,Yes,839
6.0,1.2,69.0,0.6,436.0,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,140
15.0,33.8,31.0,1.6,2000.0,14.3,2.45,0.0,0.0,Summer,No Holiday,Yes,1181
13.0,23.4,39.0,1.4,2000.0,8.6,1.72,0.0,0.0,Autumn,No Holiday,No,0
14.0,21.2,35.0,7.4,1992.0,5.1,1.8,0.0,0.0,Spring,No Holiday,Yes,913
23.0,13.2,73.0,1.2,1639.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,810
0.0,14.7,54.0,1.3,718.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,569
19.0,25.8,62.0,3.3,,17.9,0.27,0.0,0.0,Summer,No Holiday,Yes,2043
17.0,25.0,44.0,1.3,1883.0,11.8,0.36,0.0,0.0,Autumn,No Holiday,No,0
1.0,5.7,75.0,1.7,706.0,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,337
1.0,0.6,36.0,0.4,1933.0,-12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,229
0.0,,69.0,0.8,1395.0,11.0,0.0,0.0,0.0,Spring,No Holiday,Yes,532
22.0,16.8,87.0,0.6,447.0,,0.0,,0.0,Spring,Holiday,Yes,29
9.0,3.3,72.0,1.4,618.0,-1.2,0.61,0.0,0.0,Spring,No Holiday,Yes,664
12.0,30.8,57.0,2.3,940.0,21.2,2.52,0.0,0.0,Summer,No Holiday,Yes,803
2.0,13.9,43.0,0.9,2000.0,1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,473
21.0,22.1,72.0,2.5,923.0,16.8,0.0,0.0,0.0,Summer,Holiday,Yes,1935
18.0,17.0,28.0,3.1,2000.0,-1.6,0.88,,0.0,Spring,No Holiday,Yes,2692
1.0,-1.9,69.0,5.0,791.0,-6.8,,0.0,1.0,Winter,No Holiday,Yes,107
0.0,24.2,61.0,1.7,2000.0,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,900
8.0,24.2,70.0,1.4,2000.0,18.3,0.16,0.0,0.0,Autumn,No Holiday,Yes,1580
10.0,-1.6,32.0,0.8,1766.0,-16.1,0.53,0.0,0.0,Winter,Holiday,Yes,139
7.0,4.4,72.0,0.3,1189.0,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1066
1.0,2.7,86.0,1.0,460.0,0.5,0.0,0.0,2.9,Autumn,No Holiday,Yes,370
7.0,14.9,71.0,0.9,651.0,9.6,0.47,,0.0,Spring,No Holiday,Yes,1401
15.0,4.3,61.0,0.7,274.0,-2.5,0.23,0.0,0.0,Winter,No Holiday,Yes,337
22.0,3.2,34.0,1.3,1787.0,-11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,804
17.0,9.5,34.0,5.7,2000.0,,0.45,0.0,0.0,Autumn,No Holiday,Yes,1176
11.0,12.7,50.0,3.3,1999.0,2.5,1.61,0.0,0.0,Autumn,No Holiday,Yes,914
8.0,9.9,66.0,1.2,2000.0,3.8,0.35,0.0,0.0,Autumn,No Holiday,Yes,2005
1.0,-0.5,76.0,1.6,402.0,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,172
12.0,4.1,91.0,0.8,404.0,2.7,0.07,9.5,0.0,Winter,Holiday,Yes,4
4.0,-7.1,59.0,0.8,1058.0,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,69
1.0,4.9,26.0,,992.0,-13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
,-3.7,42.0,,2000.0,-14.7,0.0,0.0,0.0,Winter,Holiday,,178
23.0,22.1,73.0,1.6,1180.0,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1615
20.0,21.3,97.0,2.8,388.0,20.7,0.0,12.5,0.0,Spring,No Holiday,Yes,17
21.0,20.5,57.0,2.0,2000.0,11.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
2.0,-1.0,43.0,3.1,2000.0,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,279
9.0,3.5,53.0,1.0,1338.0,-5.2,0.22,0.0,0.0,Autumn,,Yes,457
14.0,29.7,42.0,1.4,2000.0,15.4,2.37,0.0,0.0,Autumn,No Holiday,Yes,1371
1.0,,65.0,1.0,596.0,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,231
9.0,3.0,66.0,0.7,306.0,-2.7,0.12,0.0,0.0,Winter,No Holiday,Yes,337
5.0,18.6,85.0,1.0,384.0,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,336
17.0,0.4,84.0,0.8,317.0,-1.9,0.15,0.0,2.7,Winter,No Holiday,Yes,175
3.0,27.9,69.0,0.8,2000.0,21.6,0.0,0.0,0.0,Summer,,Yes,441
18.0,25.9,44.0,1.5,2000.0,12.7,1.36,0.0,0.0,Summer,No Holiday,Yes,2891
3.0,-1.3,80.0,0.7,392.0,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,63
22.0,6.8,58.0,2.2,1936.0,-0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1088
4.0,-16.4,36.0,1.5,2000.0,-28.0,0.0,0.0,0.5,Winter,No Holiday,Yes,24
3.0,,73.0,1.4,1990.0,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,345
19.0,25.4,61.0,0.6,2000.0,17.3,0.03,0.0,0.0,Autumn,No Holiday,Yes,2365
0.0,,58.0,1.0,1880.0,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,178
22.0,2.6,57.0,3.1,2000.0,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,291
13.0,20.2,28.0,1.3,2000.0,1.0,2.25,0.0,0.0,Autumn,No Holiday,Yes,1303
2.0,,81.0,1.9,1234.0,16.9,0.0,0.1,0.0,Autumn,No Holiday,Yes,227
6.0,20.0,97.0,0.0,647.0,19.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,602
22.0,12.4,96.0,2.7,545.0,11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,14
21.0,10.4,96.0,2.7,499.0,9.7,0.0,0.0,0.0,,No Holiday,Yes,567
6.0,-6.4,59.0,0.6,887.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,42
7.0,18.8,66.0,1.1,814.0,12.3,0.46,0.0,0.0,Summer,No Holiday,Yes,1529
20.0,-0.8,85.0,2.9,836.0,-3.0,,0.0,1.0,Winter,No Holiday,Yes,181
16.0,,36.0,1.6,1811.0,7.9,1.34,0.0,0.0,Spring,No Holiday,Yes,2242
2.0,5.6,64.0,0.1,,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,330
13.0,13.4,56.0,3.7,1693.0,4.7,0.82,0.1,0.0,Spring,No Holiday,Yes,516
18.0,33.7,53.0,2.4,2000.0,22.7,0.78,0.0,0.0,Summer,No Holiday,Yes,2305
17.0,23.6,28.0,3.1,1844.0,4.0,1.26,0.0,0.0,Spring,No Holiday,Yes,2013
10.0,-1.4,50.0,1.9,1355.0,-10.5,0.38,0.0,0.0,Winter,No Holiday,Yes,208
16.0,27.9,69.0,0.5,880.0,21.6,0.61,0.0,0.0,Summer,No Holiday,Yes,1317
21.0,21.5,69.0,2.6,942.0,15.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2161
8.0,11.0,78.0,0.8,412.0,7.3,0.03,0.0,0.0,Autumn,No Holiday,Yes,1423
17.0,28.0,50.0,3.2,1137.0,16.6,1.93,0.0,0.0,Summer,No Holiday,Yes,2289
2.0,16.1,57.0,0.7,2000.0,7.5,,0.0,0.0,Autumn,Holiday,Yes,302
19.0,0.9,88.0,1.6,290.0,,0.0,0.0,0.5,Winter,No Holiday,Yes,127
12.0,-4.6,,4.2,1874.0,-18.8,1.43,0.0,0.0,Winter,No Holiday,Yes,202
7.0,10.4,81.0,0.3,1956.0,7.2,0.02,0.0,0.0,Autumn,No Holiday,No,0
8.0,22.1,74.0,1.0,1479.0,17.2,0.77,0.0,0.0,Summer,No Holiday,Yes,566
7.0,9.2,72.0,1.0,2000.0,4.4,0.01,0.0,0.0,Autumn,No Holiday,Yes,1206
11.0,23.8,47.0,2.1,2000.0,11.8,2.59,0.0,0.0,Summer,No Holiday,Yes,1053
14.0,-5.4,31.0,4.1,1945.0,-19.9,1.13,0.0,0.0,Winter,No Holiday,Yes,253
1.0,25.4,79.0,0.8,924.0,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,824
0.0,17.3,55.0,0.7,1741.0,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,770
1.0,11.5,,1.8,1471.0,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,562
20.0,19.4,67.0,0.8,2000.0,13.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1567
20.0,29.2,62.0,2.1,1952.0,21.1,0.0,0.1,0.0,Summer,No Holiday,Yes,257
6.0,18.6,61.0,0.8,2000.0,10.9,0.03,0.0,0.0,Summer,No Holiday,Yes,807
22.0,14.2,73.0,1.9,2000.0,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1221
10.0,-1.1,40.0,4.5,2000.0,-13.0,0.64,0.0,0.0,Winter,No Holiday,Yes,311
18.0,8.9,55.0,2.0,1333.0,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,752
3.0,4.8,65.0,0.8,1179.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,133
21.0,14.1,86.0,0.9,535.0,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1571
13.0,-2.2,31.0,2.3,1910.0,-17.0,1.13,0.0,0.0,Winter,No Holiday,Yes,279
12.0,22.6,90.0,1.4,1963.0,20.8,1.02,1.0,0.0,Summer,No Holiday,Yes,137
22.0,30.1,72.0,0.4,1806.0,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1371
21.0,1.1,92.0,0.5,235.0,0.0,0.0,0.7,1.0,Winter,No Holiday,,165
2.0,22.0,86.0,0.4,1703.0,19.5,0.0,,0.0,Autumn,No Holiday,Yes,785
2.0,11.8,82.0,0.7,1262.0,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,272
22.0,9.6,92.0,2.5,721.0,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,8
14.0,30.7,59.0,2.9,1612.0,21.7,2.05,0.0,0.0,Summer,No Holiday,Yes,1038
22.0,14.7,63.0,,554.0,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1278
18.0,32.2,57.0,1.8,1880.0,22.5,1.53,0.0,0.0,Summer,No Holiday,Yes,2965
19.0,12.9,66.0,2.5,1997.0,6.6,0.0,0.0,0.0,Autumn,No Holiday,,1228
19.0,22.0,40.0,1.6,1658.0,7.7,0.47,0.0,0.0,Spring,No Holiday,Yes,2227
1.0,-9.8,47.0,1.3,1934.0,-19.0,0.0,0.0,,Winter,No Holiday,Yes,62
11.0,3.1,57.0,0.8,804.0,-4.6,0.63,0.0,0.0,Winter,Holiday,Yes,278
17.0,17.6,45.0,4.2,1947.0,5.5,0.7,0.0,0.0,Spring,No Holiday,Yes,1221
4.0,6.0,84.0,,951.0,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,110
15.0,20.3,90.0,0.9,,18.5,0.34,0.0,0.0,Summer,No Holiday,Yes,59
9.0,0.1,78.0,4.9,615.0,-3.2,0.09,0.0,0.0,Spring,Holiday,Yes,160
20.0,29.8,61.0,3.4,1525.0,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1999
22.0,7.2,96.0,1.0,700.0,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,77
1.0,-1.2,57.0,4.3,1429.0,-8.6,0.0,0.0,0.0,Winter,Holiday,Yes,132
2.0,18.5,57.0,2.3,2000.0,9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,692
6.0,17.8,85.0,0.6,265.0,15.2,0.0,0.0,0.0,Spring,Holiday,Yes,306
14.0,31.6,34.0,2.9,1050.0,13.8,3.12,0.0,0.0,Summer,No Holiday,Yes,1064
15.0,15.1,,3.4,622.0,5.3,1.3,0.0,0.0,Autumn,No Holiday,No,0
11.0,-5.0,25.0,,1853.0,-22.0,1.75,0.0,0.0,Winter,No Holiday,Yes,155
10.0,14.7,31.0,1.1,1240.0,-2.2,2.04,0.0,0.0,Spring,No Holiday,Yes,731
13.0,19.3,24.0,1.5,1745.0,-1.8,2.4,0.0,,Autumn,No Holiday,Yes,1519
14.0,10.1,58.0,0.9,605.0,2.1,0.43,0.0,0.0,Autumn,No Holiday,Yes,810
1.0,14.1,25.0,1.8,2000.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,513
16.0,5.4,71.0,3.5,622.0,0.5,0.2,0.0,0.5,Winter,No Holiday,Yes,214
8.0,-7.9,67.0,2.6,1896.0,-12.9,0.0,0.0,0.7,Winter,No Holiday,Yes,387
19.0,14.9,46.0,1.4,1455.0,3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1464
20.0,,96.0,1.9,2000.0,6.6,0.0,0.0,,Spring,No Holiday,Yes,56
11.0,-15.6,31.0,3.3,1808.0,-28.9,0.93,0.0,0.5,Winter,No Holiday,Yes,93
22.0,-1.7,85.0,1.2,1006.0,-3.8,0.0,0.0,3.5,Winter,No Holiday,Yes,73
18.0,5.1,34.0,,1440.0,-9.5,0.09,0.0,0.0,Winter,No Holiday,Yes,559
0.0,25.9,76.0,1.3,984.0,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1068
1.0,10.0,78.0,0.4,1669.0,6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,572
11.0,20.6,34.0,2.2,705.0,4.1,2.51,0.0,0.0,Spring,No Holiday,Yes,805
4.0,-7.5,55.0,1.3,1984.0,-15.0,0.0,,0.0,Winter,No Holiday,Yes,38
22.0,-2.6,47.0,1.6,1492.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,218
1.0,20.6,63.0,0.6,1670.0,13.3,0.0,0.0,0.0,Summer,Holiday,Yes,1031
22.0,32.9,64.0,1.0,1088.0,25.1,0.0,0.0,,Summer,No Holiday,Yes,1375
20.0,33.9,58.0,2.4,1519.0,24.4,0.04,0.0,0.0,Summer,No Holiday,Yes,1480
6.0,11.0,70.0,3.1,900.0,5.7,0.0,0.0,0.0,Autumn,No Holiday,No,0
15.0,25.9,39.0,1.4,1836.0,10.8,0.9,0.0,0.0,Autumn,No Holiday,No,0
7.0,8.5,,0.7,475.0,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,705
12.0,28.2,42.0,1.4,1563.0,14.0,2.84,0.0,0.0,Summer,No Holiday,Yes,1462
18.0,24.8,83.0,0.8,1947.0,21.7,0.26,0.0,0.0,Summer,No Holiday,Yes,2153
16.0,26.6,49.0,3.2,1200.0,15.0,2.35,0.0,0.0,Summer,No Holiday,Yes,1668
4.0,14.8,,0.4,700.0,9.5,0.0,0.0,0.0,Spring,No Holiday,Yes,188
11.0,-2.8,19.0,2.6,1957.0,-23.2,1.91,0.0,0.0,Winter,Holiday,Yes,155
18.0,0.8,34.0,1.9,1887.0,-13.3,0.01,0.0,0.0,Winter,Holiday,Yes,218
14.0,3.4,23.0,2.4,1545.0,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes,450
13.0,30.6,26.0,1.2,1792.0,8.9,3.17,0.0,0.0,Summer,No Holiday,Yes,1073
1.0,25.4,85.0,1.4,1663.0,22.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1062
15.0,10.2,34.0,2.3,1919.0,-4.9,1.19,0.0,0.0,Spring,No Holiday,Yes,620
3.0,13.0,0.0,0.8,2000.0,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,165
10.0,4.3,58.0,0.5,,-3.2,0.23,0.0,0.0,Winter,No Holiday,Yes,212
20.0,12.6,47.0,3.2,1935.0,1.5,0.02,0.0,0.0,Spring,No Holiday,Yes,1401
18.0,22.2,96.0,1.2,673.0,21.5,0.09,3.5,0.0,Summer,No Holiday,Yes,17
20.0,3.4,37.0,2.3,2000.0,-9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,764
9.0,-1.5,33.0,0.9,1962.0,-15.7,0.57,0.0,0.0,Autumn,No Holiday,Yes,800
7.0,4.8,76.0,0.7,762.0,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,883
16.0,26.6,51.0,2.2,809.0,15.6,1.27,0.0,0.0,Summer,,Yes,2235
4.0,18.9,,0.8,1226.0,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,96
0.0,0.0,75.0,2.3,394.0,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,177
9.0,-4.1,30.0,0.5,2000.0,-19.1,0.28,0.0,0.0,Winter,No Holiday,Yes,137
9.0,0.5,94.0,0.6,199.0,-0.3,0.37,0.0,3.7,Winter,No Holiday,Yes,214
6.0,,71.0,0.2,1474.0,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,491
21.0,19.3,57.0,3.1,1924.0,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1551
21.0,27.3,78.0,1.2,1606.0,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1936
12.0,-1.6,33.0,2.5,1874.0,-15.8,1.18,0.0,0.0,Winter,Holiday,Yes,221
20.0,,43.0,2.1,2000.0,12.1,0.12,0.0,0.0,Summer,No Holiday,Yes,2515
6.0,,98.0,0.3,338.0,18.5,0.0,0.0,0.0,Spring,No Holiday,Yes,69
5.0,2.0,83.0,2.7,253.0,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,82
,2.0,37.0,2.7,2000.0,-11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,460
1.0,11.9,77.0,1.1,1634.0,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,158
13.0,15.9,53.0,2.1,2000.0,6.3,1.54,0.0,0.0,Spring,No Holiday,Yes,923
17.0,25.5,31.0,2.3,1974.0,7.1,1.5,,0.0,Spring,No Holiday,Yes,2392
10.0,4.8,54.0,1.3,1921.0,-3.7,0.78,0.0,0.0,Spring,No Holiday,Yes,361
15.0,25.1,25.0,2.7,1959.0,3.6,,0.0,0.0,Spring,No Holiday,Yes,1306
16.0,11.7,82.0,1.1,753.0,8.7,0.32,0.0,0.0,Spring,No Holiday,Yes,396
4.0,11.4,78.0,1.8,362.0,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,166
8.0,-1.2,33.0,0.5,2000.0,-15.4,0.04,0.0,0.0,Autumn,No Holiday,Yes,1671
13.0,10.9,32.0,,1581.0,-5.1,1.85,0.0,0.0,Autumn,No Holiday,Yes,1037
20.0,28.9,64.0,1.7,1567.0,21.3,0.1,0.0,0.0,Summer,,Yes,2174
,28.0,46.0,2.3,1833.0,15.2,1.23,0.0,0.0,Summer,No Holiday,Yes,2451
20.0,23.4,98.0,0.6,,23.0,0.0,21.0,0.0,Summer,No Holiday,Yes,19
1.0,22.8,84.0,0.9,827.0,19.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,764
17.0,34.7,59.0,2.7,1095.0,25.5,1.49,0.0,0.0,Summer,No Holiday,Yes,1289
5.0,5.8,85.0,1.3,829.0,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,65
11.0,,43.0,1.7,,8.2,,0.0,0.0,Autumn,No Holiday,Yes,1019
4.0,12.1,69.0,0.3,827.0,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,147
14.0,8.9,94.0,1.3,1129.0,7.9,0.29,0.5,0.0,Spring,No Holiday,Yes,122
23.0,12.1,77.0,1.4,540.0,,0.0,0.0,0.0,Spring,No Holiday,Yes,678
15.0,34.8,47.0,2.4,2000.0,21.8,2.21,0.0,0.0,Summer,No Holiday,Yes,725
23.0,-0.1,54.0,1.3,1570.0,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,265
19.0,31.7,60.0,2.3,1492.0,22.9,0.23,0.0,0.0,Summer,No Holiday,Yes,2039
23.0,24.9,87.0,0.5,658.0,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,373
3.0,10.5,,1.0,2000.0,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,187
8.0,-10.7,43.0,0.9,2000.0,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes,94
3.0,-3.5,81.0,2.2,1221.0,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes,167
6.0,21.8,51.0,2.0,2000.0,11.2,0.0,0.0,0.0,,No Holiday,Yes,719
8.0,-5.0,55.0,1.0,2000.0,-12.6,0.0,0.0,0.0,Winter,Holiday,Yes,89
10.0,,65.0,3.9,1313.0,-0.8,0.56,0.0,0.0,Winter,No Holiday,Yes,241
17.0,33.1,27.0,1.9,1975.0,11.5,1.76,0.0,0.0,Summer,No Holiday,Yes,1666
22.0,-1.6,82.0,0.4,929.0,-4.2,0.0,0.0,2.3,Winter,No Holiday,Yes,184
11.0,1.2,97.0,2.3,975.0,0.7,0.07,0.0,8.8,Autumn,,Yes,114
17.0,13.2,36.0,3.6,2000.0,-1.5,0.55,0.0,0.0,Autumn,No Holiday,Yes,1685
21.0,1.2,39.0,0.6,1378.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,236
14.0,23.3,96.0,0.3,434.0,22.6,0.53,0.0,0.0,Summer,No Holiday,Yes,381
2.0,10.7,80.0,0.6,409.0,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,568
